epoch,loss,val_loss
0,0.00075571831789059401,0.0082370216342231885
1,0.00035442619798024648,0.0049312504294409054
2,0.00032860376177537684,0.0045725839564532749
3,0.00023543351173756791,0.0076340450831930938
4,0.00020916829391788078,0.0054547247773872355
5,0.00020910473457107326,0.0037370267017986479
6,0.00019414344920178273,0.0032975378200617127
7,0.00018756656335420385,0.0021523648027814632
8,0.00019497248982626352,0.00060165336577397747
9,0.0001937967890240105,0.0010525270435761103
10,0.00018007502559460296,0.00047033042516893942
11,0.00016719044322873808,0.0012042229884216106
12,0.00017779840322267466,0.00084924200131726547
13,0.0001694533961089806,0.0029134244252890934
14,0.00017154347907053882,0.0035677264246532299
15,0.00019563799137309348,0.0031482149639687554
16,0.00016331627273089496,0.0022505202301315906
17,0.00016290678846589377,0.0030125783633543398
18,0.00017776059597144652,0.007062154882550826
19,0.00016386501616707554,0.000617736716540237
20,0.00014919368720049501,0.0036465033712818865
21,0.00017898114311528602,0.0046819457041803658
22,0.00017148060474472593,0.00049207427170091882
23,0.00017379787990655948,0.0012327746677672578
24,0.00017572827488372447,0.0023046269431695578
25,0.00018626305799338753,0.0097039130325685813
26,0.00016344603803434003,0.0023507734118524471
27,0.00016733255041658608,0.0034933023390316177
28,0.0001680999395968705,0.00047204427360479103
29,0.00017865572025829802,0.002356338531959538
30,0.00015694640235752898,0.0028320661293137379
31,0.0001599407847105941,0.00059872745342853329
32,0.00016444414147757466,0.00051192189445334129
33,0.0001544664493134601,0.002389783787680423
34,0.00016739147038153957,0.0016737030145316202
35,0.00016718208402253205,0.0041021416807092547
36,0.00017862009739966168,0.0031065483592215954
37,0.00017050110599334533,0.0030810612017347469
38,0.00014823118324376833,0.0028963890611872398
39,0.00015012119684651307,0.00081599194590390963
40,0.00015636688348092965,0.00047864879762907843
41,0.00016139051353890503,0.00054730201624957184
42,0.00016581609995622209,0.0022973808465437508
43,0.000160423625395739,0.0024484229616923477
44,0.00015598266328724518,0.0017014870527347066
45,0.00018786052601194278,0.0082049211377175305
46,0.00015890652140642002,0.00045589058667189425
47,0.00015354401675955764,0.00062873160091181119
48,0.00016046725901906533,0.0022330500156156662
49,0.00016530519018522239,0.0014063373004548311
50,0.00016799107543336456,0.0025952635635438513
51,0.0001575076116656735,0.001480515996327873
52,0.00016492336466505082,0.0015969162332040705
53,0.00014804365855884376,0.00052041658104074698
54,0.00016253432865460981,0.00083276827193569305
55,0.00015081221251195731,0.0013372296956459457
56,0.00016209475421798364,0.00078093852296904254
57,0.000179589960937237,0.0037883137202433009
58,0.00015420535031034034,0.0021404013849838865
59,0.00015534870187464185,0.0010267424942695491
60,0.00017800427481292141,0.0048750914215278905
61,0.00014204914911427404,0.0005374450529201367
62,0.00015676671418780598,0.00053158151204688617
63,0.000162234751076455,0.0025102743768045223
64,0.00016571449526270868,0.0023723310171296511
65,0.00015103086992776019,0.0020979402979146543
66,0.00015068354821783873,0.0031710354066783871
67,0.00016577926045943038,0.0025196001162811174
68,0.00014808035072467638,0.0030540055393674008
69,0.00015649718479727689,0.00052192099791159487
70,0.00016854406354685939,0.00054737851406377923
71,0.00015306497206288571,0.0025884862512526082
72,0.0001524137153183565,0.0022062336609838164
73,0.00016173687414725854,0.00052615363586475843
74,0.00015413086336583674,0.00046839127329674984
75,0.00013868578339959996,0.0021766783687007414
76,0.00015876778724083278,0.0031943616666281083
77,0.00014602248919776091,0.00047651803544695
78,0.00014692246008042416,0.0026600900588293129
79,0.00016655739358771565,0.0027531326838263026
80,0.00017490702263676716,0.0017928552152002303
81,0.00016521330469506052,0.0015346417895620908
82,0.00016687741819052611,0.0018678312034045501
83,0.00018237744508613855,0.0014701661503485103
84,0.00015073627311967797,0.00050723003031040621
85,0.00016577240584835572,0.0045432095217892501
86,0.00015745658800913793,0.0028763967639524636
87,0.00015374508025623427,0.001782349319523567
88,0.0001628706004312685,0.0023997190631156067
89,0.00015989504511771963,0.00097346444583065283
90,0.00016047280750596592,0.0012956922479692523
91,0.00015429553023846553,0.0039627056671526486
92,0.00015284291145258223,0.0016805786372705062
93,0.00015787866298120899,0.00076869136920702037
94,0.00017349571295299541,0.0032400758744503453
95,0.00014858227188681479,0.00053508939071628082
96,0.00014620922788533336,0.0018867982320458167
97,0.00014510178204060086,0.0080626452778004044
98,0.00016012473683927814,0.0056133258548807206
99,0.0001416041863749405,0.00057469629486665266
